Datum,Meldung
2018-03-02,"Stellenausschreibung: Professur (W3) „Internet und Gesellschaft“ (Berlin, ab sofort, Bewerbungsschluss: 15.03.2018)"
2018-03-02,"Veranstaltung: Bild und Negativität (Erlangen, 04.-06.04.2018)"
2018-03-02,"CfP: Monumenta Mythica. A Journal of Modern Myths, Legends, & Folklore (Einreichung bis 15.04.2018)"
2018-03-02,"Stellenausschreibung: Oberassistent/in (60%) „Soziologie, Schwerpunkt Medien und Netzwerke“ (Luzern, zum 01.08.2018, Bewerbungsschluss: 21.03.2018)"
2018-03-09,"CfP: Summer School/Workshop: Mediendiskursanalyse zu Europa (Cergy-Pontoise, 19.-22.06.2018, Einreichung bis 20.03.2018)"
2018-03-09,"Stellenausschreibung: 1x LfbA (100%), 2x LfbA (50%): Medienwissenschaft, Medienpädagogik, dt. Sprachwissenschaft (Passau, zum 01.04.2018, Bewerbungsschluss: 15.03.2018)"
2018-03-09,"Veranstaltung: Faschismus, jetzt auch in Farbe – Teil 1 und 2 (Wien, 12.03./21.04.2018)"
2018-03-09,"CfP: Sexualität und Konsum – 18. bis 21. Jahrhundert (Wien, 23.-24.11.2018, Einreichung bis 30.04.2018)"
2018-03-09,"Stellenausschreibung: W 3-Professur für Medienkulturwissenschaft (Freiburg, zum 01.10.2018, Bewerbungsschluss: 13.04.2018)"
2018-03-09,"Stellenausschreibung: Universitätslektor/in, Arbeitsgebiet künstlerisch-ästhetische Praxis (Bremen, ab sofort, Bewerbungsschluss: 22.03.2018)"
2018-03-09,"Stellenausschreibung: Juniorprofessur für historisch-komparative Wissenschafts- oder Technikforschung (Wuppertal, zum 01.10.2018, Bewerbungsschluss: 06.04.2018)"
2018-03-09,"Veranstaltung: Alte und neue Ideologie/Kritik: Begriffe und Positionen zu aktuellen Medien (Köln, 15.-16.03.2018)"
2018-03-09,"Stellenausschreibung: W2-Professur, Kunstgeschichte: Geschichte und Theorie der visuellen Kultur (Oldenburg, ab sofort, Bewerbungsschluss: 20.04.2018)"
2018-03-09,"Stellenausschreibung: W2-Professur, Theorie und Geschichte gegenwärtiger Medien (Oldenburg, ab sofort, Bewerbungsschluss: 20.04.2018)"
2018-03-09,"Stellenausseibung: Professur (W3) für Neuere und neueste deutsche Literatur und Literaturvermittlung in den Medien (Marburg, zum 01.10.2018, Bewerbungsschluss: 06.04.2018)"
2018-03-09,"Stellenausschreibung: Juniorprofessur für &quot;Medienästhetik&quot; (Wuppertal, ab sofort, Bewerbungsschluss: 06.04.2018)"
2018-03-09,"Stellenausschreibung: Professur (W3) für Kultur- und Mediengeschichte (Saarbrücken, zum 01.04.2019, Bewerbungsschluss: 20.04.2018)"
2018-03-09,"CfP: Materialität und Sozialität in der Erfahrung von Zeit (Jena, 25.-26.10.2018, Einreichung bis 30.04.2018)"
2018-03-09,"CfP: Entgrenzung in der Kommunikationswissenschaft (Rostock, 10.-12.10.2018, Einreichung bis 30.04.2018)"
2018-03-09,"Stellenausschreibung: W1-Professur für Medienwissenschaft (Erlangen, zum 01.10.2018, Bewerbungsschluss: 06.04.2018)"
2018-03-09,"CfP: Technologien des Singens. Untersuchungen zum Dispositiv Singen – Körper – Medien in der Frühzeit der Tonaufnahme (Detmold, 02.-04.11.2018, Einreichung bis 31.03.2018)"
2018-03-16,"Stipendienausschreibung: 6 Promotionsstipendien, eikones (Basel, zum 01.09.2018, Bewerbungsschluss: 07.05.2018)"
2018-03-16,"Veranstaltung: Workshop des Forum Digitalisierung und digitale Kulturen (Leipzig, 06.-07.04.2018)"
2018-03-16,"Stipendienausschreibung: 5 Promotionsstipendien „Zeugenschaft. Episteme einer medialen und kulturellen Praxis“ (Mainz, zum 01.06.2018, Bewerbungsschluss: 13.04.2018)"
2018-03-16,"CfP: Epos und Episode (Berlin, 10.-13.09.2018, Einreichung bis 30.04.2018)"
2018-03-16,"CfP: Globale virtuelle Kindermedienwelten (Köln, 03.-16.09.2018, Einreichung bis 31.03.2018)"
2018-03-16,CfP: Musik in der Science-Fiction (Einreichung bis 30.04.2018)
2018-03-16,"CfP: Symbol versus Allegorie? Die homerische Irrfahrt in Bildkünsten und Populärkultur (Gießen, 04.-06.04.2019, Einreichung bis 30.04.2018)"
2018-03-16,"CfP: Vom Drehbuch zum Film. Magie des filmischen Erzählens (Mannheim, 19.-21.10.2018, Einreichung bis 30.03.2018)"
2018-03-16,"Veranstaltung: Computer-based Approaches for the Analysis of Film Style (Potsdam, 03.-04.05.2018)"
2018-03-16,"Stellenausschreibung: Wissenschaftliche*r Referent*in, ZeM (Potsdam, ab sofort, Bewerbungsschluss: 04.04.2018)"
2018-03-16,"Stellenausschreibung: Assistenz der Institutsleitung (TV-L E13, 50%) (Braunschweig, Bewerbungsschluss: 10.04.2018)"
2018-03-16,Fehlerhafte Email-Adresse: Best Publication Award Gender & Medien 2018
2018-03-23,"CfP: Digital Anthropologies #6 (Paris, 15.-18.11.2018, Einreichung bis 30.04.2018)"
2018-03-23,"CfP: Maschinenlandschaften (Stuttgart, 29.-30.11.2018, Einreichung bis 22.04.2018)"
2018-03-23,"Veranstaltung: Mauerschau – Die DDR als Film. Beiträge zur Historisierung eines verschwundenen Staates (Bielefeld, ab 11.04.2018)"
2018-03-23,"Veranstaltung: Ko-Erinnerung: Grenzen, Herausforderungen und Perspektiven des neueren Shoagedenkens (Freiburg, 19.-21.04.2018)"
2018-03-23,"CfP: Grenzen des Sag- und Zeigbaren – Humor im Bild von 1900 bis heute (Essen, 12.-14.12.2018, Einreichung bis 14.05.2018)"
2018-03-23,"CfP: Digitales Kulturerbe: Zugang, Vernetzung und Darstellung (Zürich, 27.-28.09.2018, Einreichung bis 19.04.2018)"
2018-03-23,"CfP: Komplexität und Reduktion: Akademische Forschung zwischen Wissenschaft und public science (Innsbruck, 02.-03.11.2018, Einreichung bis 30.04.2018)"
2018-03-23,"Veranstaltung: Narrative der Überwachung (Passau, ab 12.04.2018)"
2018-03-23,"Stellenausschreibung: PhD Grants, The Healthy Self as Body Capital (Straßburg, zum 01.09.2018, Bewerbungsschluss: 10.05.2018)"
2018-03-23,"Stellenausschreibung: 2 x 0,5 Akad. Mitarb. Doktorand/innen, „Die ‚Gerechten unter den Völkern‘ als Erinnerungskategorie“ (Berlin, zum 01.09.2018, Bewerbungsschluss: 02.05.2018)"
2018-03-30,"Stellenausschreibung: Professur für Kommunikationswissenschaft und Medienpraxis (W2) (St. Augustin, zum 01.03.2019, Bewerbungsschluss: 13.05.2018)"
2018-03-30,"CfP: Medienbildung zwischen Subjektivität und Kollektivität im Kontext des Digitalen (Magdeburg, 29.-30.06.2018, Einreichung bis 30.04.2018)"
2018-03-30,"Stellenausschreibung: Senior Lecturer (20std.) (Wien, ab sofort, Bewerbungsschluss: 15.04.2018)"
2018-03-30,"CfP: Taking Sides – Theories, Practices, Cultures of Participation in Dissent (Konstanz, 28.-30.06.2018, Einreichung bis 30.04.2018)"
2018-03-30,"CfP: Research in Film and History: New Approaches, Debates and Projects (Bremen, 29.-30.11.2018, Einreichung bis 01.05.2018)"
2018-03-30,"CfP: Fotografie und Gesellschaft (Marburg, 17.-21.07.2018, Einreichung bis 15.04.2018)"
2018-03-30,"Veranstaltung: Der nationalsozialistische Film nach 1945 (Potsdam, 20.-21.04.2018)"
2018-03-30,"CfP: Meister des Weimarer Kinos. Joe May und das wandernde Bild (Hamburg, 17.-25.11.2018, Einreichung bis 01.06.2018)"
2018-03-30,"Stellenausschreibung: wiss. Mitarbeiter*in „Die Zukunft im Datenjournalismus“ (Bremen, ab sofort, Bewerbungsschluss: 29.04.2018)"
2018-03-30,"Veranstaltung: Radiophonic Cultures – Sonic Environments and Archives in Hybrid Media Systems (Basel, 07.-09.05.2018)"
2018-03-30,Fristverlängerung: GEGEN/DOKUMENTATION
2018-03-30,"Veranstaltung: Simondon. Modes of Technical Objects (New Haven, CT, 04.-06.04.2018)"
2018-03-30,Veranstaltung: Tangieren – Praktiken und Arrangements des Berührens in den performativen Künsten (Erlangen 12.-13.04.2018)
2018-03-30,"Veranstaltung: Aktuelle Perspektiven der Comicforschung (Köln, ab 11.04.2018)"
2018-03-30,"Veranstaltung: Medialität und Praxis. Mediale Praktiken, Techniken, Vollzüge, Verfahren (Zürich, 12.-13.04.2018)"
2018-03-30,"Veranstaltung: Tempo! – Journalismus in der Beschleunigungsgesellschaft (Landau, 03.-05.05.2018)"
2018-04-06,"Veranstaltung: Das verdatete Tier. Zum Animal Turn in der Kultur‐ und Medienwissenschaft (Bochum, 24.-26.04.2018)"
2018-04-06,Fristverlängerung: Digital Cultures: Knowledge / Culture / Technology
2018-04-06,"Stellenausschreibung: W2-Professur für „Digitale Bild- und Objektwissenschaft“ (Göttingen, ab sofort, Bewerbungsschluss: 10.05.2018)"
2018-04-06,"Stellenausschreibung: W2/W3 Universitätsprofessur für Erziehungswissenschaft unter besonderer Berücksichtigung der Digitalisierung in der Bildung (Hamburg, zum 01.10.2018, Bewerbungsschluss: 10.05.2018)"
2018-04-06,"Stellenausschreibung: Juniorprofessur (mit Tenure Track) für Geographie sozialer Medien und digitaler Kulturen (Mainz, zum 01.10.2018, Bewerbungsschluss: 01.05.2018)"
2018-04-06,"CfP: The Krimis (Cincinnati, OH, 15.-16.09.2018, Einreichung bis 15.06.2018)"
2018-04-06,"CfP: Theater und Technik (Düsseldorf, 08.-11.11.2018, Einreichung bis 30.04.2018)"
2018-04-06,"CfP: Gestaltung ausstellen. Zeigeordnungen 1950–1970 (Ulm, 29.-31.10.2018, Einreichung bis 15.05.2018)"
2018-04-06,"CfP: Vernetzte Bilder. Visuelle Kommunikation in Sozialen Medien (Wien, 29.11.-01.12.2018, Einreichung bis 30.06.2018)"
2018-04-06,CfP: CINEMA #64: Qualität (Einreichung bis 22.04.2018)
2018-04-06,Call for Participation: Buchreihe „Genrediskurse in Film und Fernsehserien“
2018-04-06,"CfP: Nähe suchen, Distanz wahren: Konfigurationen des filmischen Raums (Mainz, 17.-19.01.2019, Einreichung bis 31.08.2018)"
2018-04-06,"Veranstaltung: Vortragsreihe &quot;Medien|Denken&quot; (Bochum, ab 25.04.2018)"
2018-04-06,"Veranstaltung: Medien der Intersektionalität. Prozesse medialer Teilhabe (Wien, 18.-20.04.2018)"
2018-04-06,"CfP: Zeitschrift für Medienwissenschaft, Heft 21: Künstliche Intelligenzen (Einreichung bis 31.12.2018)"
2018-04-13,Call for Participation: Fellow-Programm Freies Wissen (Bewerbungsschluss: 15.05.2018)
2018-04-13,"Call for Participation: Kooperatives Forschungs-Laboratorium zwischen ETH, UZH, ZHdK: Epistemologien ästhetischer Praktiken (Bewerbungsschluss: 13.05.2018)"
2018-04-13,"Call for Participation: Summer School “Multidisciplinary Game Research - Between Theory and Practice” (Utrecht, 20.-24.08.2018)"
2018-04-13,CfP: Narrative der Flucht. Literatur-/medienwissenschaftliche und didaktische Perspektiven (Einreichung bis 31.05.2018)
2018-04-13,"Veranstaltung: Bild-Kunst Kameragespräche/Marburger Kamerapreis Hélène Louvart (Marburg, 27.-29.04.2018)"
2018-04-13,CfP: „Die 80er“ – Rabbit Eye 011 (Einreichung bis 31.05.2018)
2018-04-13,CfP: „Open Media Studies“-Blog (Einreichung bis 15.05.2018)
2018-04-13,"Stellenausschreibung: künstl./wissensch. Mitarbeiter*in mit dem Schwerpunkt Literarisches Schreiben/Lektorat (Köln, ab sofort, Bewerbungsschluss: 27.04.2018)"
2018-04-13,CfP: Radio beyond Boundaries (Einreichung bis 31.05.2018)
2018-04-20,"CfP: Show oder Chance? Visuelles Wissen in Schule und Wissenschaft (Berlin, 25.-27.10.2018, Einreichung bis 07.05.2018)"
2018-04-20,"Stellenausschreibung: Kurator/in Wissenschaftskommunikation (50%) (Zürich, Bewerbungsschluss: 22.04.2018)"
2018-04-20,"Stellenausschreibung: Professur (W1, Tenure Track) &quot;Lehren und Lernen mit intelligenten Systemen&quot; (Stuttgart, zum 01.10.2018, Bewerbungsschluss: 28.05.2018)"
2018-04-20,"Veranstaltung: »Suche Arbeit, mache alles« Armut, sozialer Abstieg und Arbeitslosigkeit im Film (Wien, ab 19.04.2018)"
2018-04-20,"Veranstaltung: Queer Temporalities and Media Aesthetic (Bochum, 24.-26.04.2018"
2018-04-20,"Veranstaltung: Ringvorlesung „Medienanthropologie“ (Weimar, ab 26.04.2018)"
2018-04-20,"Veranstaltung: So far, so good… so what? Approaching the Metal Realities (Siegen, 03.-05.05.2018)"
2018-04-20,"Veranstaltung: Rückwärtserzählen (Berlin, 03.-05.05.2018)"
2018-04-20,"Veranstaltung: un/sounding gender (Berlin, 08.06.2018)"
2018-04-20,ZfM-Gender-Blog: Diskursanalyse zu hart aber fair und dem «Fall Dieter Wedel»
2018-04-20,"Veranstaltung: Serienforschung und Fernsehwissenschaft (Potsdam, 08.06.2018)"
2018-04-20,"Veranstaltung: Alltag im Film – Alltag mit Film (Jena, 25.05.2018)"
2018-04-20,CfP: Nach dem Film No 17 &quot;Feminismus und Film&quot; (Einreichung bis 01.05.2018)
2018-04-20,"Veranstaltung: Video Art Distribution. From Alternative Art Market to Commercialization (Düsseldorf, 08.-09.05.2018)"
2018-04-20,"CfP: Media Education and Citizenship (Brüssel, 22.06.2018, Einreichung bis 06.05.2018)"
2018-04-27,"Stellenausschreibung: Wiss. Mitarbeiter*in &quot;Musikobjekte der populären Kultur&quot; (Weimar/Jena, zum 01.09.2018, Bewerbungsschluss: 15.05.2018)"
2018-04-27,"CfP: Intermedialität in Literatur-, Film-, Theater- und Sprachwissenschaft (Einreichung bis 30.04.2018)"
2018-04-27,Call for Participation: DFG-Schwerpunktprogramm „Das digitale Bild“ (Einreichung bis 15.09.2018)
2018-04-27,CfP: Journal of Cultural Analysis and Social Change
2018-04-27,CfP: Österreichische Fernsehserien – Eine kleine Geschichte skurriler Zustände (Einreichung bis 30.07.2018)
2018-04-27,CfP: Spiel|Formen: Anfänge (Einreichung bis 01.06.2018)
2018-04-27,"Veranstaltung: ZeM Spring-Lectures: Are Sensing Technologies Cognitive? Making the Case (Potsdam, 25.05.2018)"
2018-04-27,"Veranstaltung: DDBforum - Information, Werkstattberichte, Diskussionen, Austausch (Berlin, 04.-05.06.2018)"
2018-04-27,"Veranstaltung: Vortragsserie &quot;Fotografie & Medienkunst&quot; (Krems, ab 02.05.2018)"
2018-04-27,"Veranstaltung: Das andere 68. Anthropophage Revolutionen in der brasilianischen Gegenkultur nach 1968 (Frankfurt, 23.-25.05.2018)"
2018-04-27,Call for Participation: Wissenschaftsvideos gesucht! Fast Forward Science 2018 (Einreichung bis 30.06.2018)
2018-05-04,"Stellenausschreibung: Senior Lecturer- Film & Screen Media Production (Brighton, Bewerbungsschluss: 13.05.2018)"
2018-05-04,"Stellenausschreibung: Juniorprofessur (W1) für Erziehungswissenschaft (Schwerpunkt: Mediendidaktik und Unterrichtsforschung) (Freiburg, zum 01.10.2018, Bewerbungsschluss: 24.05.2018)"
2018-05-04,"Stellenausschreibung: wiss. Mitarbeiter*in „Musikobjekte der populären Kultur“ (Freiburg/Gronau, zum 01.09.2018, Bewerbungsschluss: 31.05.2018)"
2018-05-04,"Call for Participation: Summer School “Moving Image Memory Cultures” (Potsdam, 24.-28.09.2018, Einreichung bis 03.06.2018)"
2018-05-04,CfP: Walking (Einreichung bis 15.06.2018)
2018-05-04,"CfP: Sexuality and Technology (Wien, 01.-02.12.2018, Einreichung bis 08.06.2018)"
2018-05-04,"CfP: Media, Incarceration, Prisons (Einreichung bis 15.06.2018)"
2018-05-04,"Veranstaltung: Launch & Workshop: eLaterna - Historical Art of Projection (Trier, 04.-05.06.2018)"
2018-05-04,"Veranstaltung: Dialogues – Drei Gespräche zum „Abschied vom Kino“ (Oberhausen, 04.-06.05.2018)"
2018-05-04,"Veranstaltung: Medienpraktiken der Delegation und des Experimentierens (Siegen, ab 25.04.2018)"
2018-05-04,"Veranstaltung: Fotografie und Technik (Marburg, 14.-15.06.2018)"
2018-05-11,"CfP: The Age of Sharing? Practices of Sharing in Contemporary Literature, Media and Culture (Landau, 20.-22.03.2019, Einreichung bis 15.06.2018)"
2018-05-11,"Veranstaltung: Kritische Haltungen (Lüneburg, 21.-23.06.2018)"
2018-05-11,"Veranstaltung: Film Musik Kontexte. Intermediale Referenz in audiovisuellen Medien (Mainz, 21.-23.06.2018)"
2018-05-11,"CfP: Sound Collectives: The Acoustics of the Social in American Film and Literature (Eichstätt, 07.-08.12.2018, Einreichung bis 31.05.2018)"
2018-05-11,"CfP: The Many Literary Theories and Their Role in Game Analysis (Kopenhagen, 13.-18.08.2018, Einreichung bis 14.05.18)"
2018-05-11,"CfP: Körper_Grenze. Über den Zusammenhang von Körperlichkeit, Raum und Gewalt (Straßburg, 11.-12.10.2018, Einreichung bis 07.06.2018)"
2018-05-11,Call for Participation: Roland Faelske-Preis für Comic und Animationsfilm 2018 (Einreichung bis 01.07.2018)
2018-05-11,"Stellenausschreibung: PhD position, Media Economics and Media Policy (Salzburg, zum 01.10.2018, Bewerbungsschluss: 23.05.2018)"
2018-05-18,"Stellenausschreibung: Juniorprofessur (W1) für Gestaltung immersiver Medien (mit Tenure-Track auf W2) (Dresden, ab sofort, Bewerbungsschluss: 14.06.2018)"
2018-05-18,"Stellenausschreibung: 6 PhD-Positions, „B-magic. The Magic Lantern and its Cultural Impact as Visual Mass Medium in Belgium“ (Belgien, Bewerbungsschluss: 02.07.2018)"
2018-05-18,CfP: Global Migration and International Film History (Einreichung bis 01.08.2018)
2018-05-18,"Veranstaltung: Cinepoetics Lectures, Sommersemester 2018 (Berlin, ab 28.05.2018)"
2018-05-18,"Veranstaltung: Unbekannte Bilder: Sächsisches Lokalfernsehen in der frühen Nachwendezeit (Berlin, 29.05.2017)"
2018-05-18,"Veranstaltung: Spiel mit Affinitäten. Der Film und die Künste im frühen 20. Jahrhundert (Zürich, 07.-09.06.2018)"
2018-05-18,ZfM: Open-Media-Studies-Blog erschienen
2018-05-18,Call for Participation: 1x Deutscher Museumsbund-Teilstipendium für Bildwissenschaft (Einreichung bis 01.07.2018)
2018-05-18,"Stellenausschreibung: „The sustainable provision of software for cross-media practices and digital traces research“ – 2x wiss. Mitarbeiter*in 50%, 1x wiss. Mitarbeiter*in (Software-Entwicklung, 100%) (Bremen, zum 01.08.2018, Bewerbungsschluss: 08.06.2018)"
2018-05-18,"Stellenausschreibung: Professur (W2) für Bildwissenschaft im globalen Kontext (Dresden, ab sofort, Bewerbungsschluss: 14.06.2018)"
2018-05-18,"Veranstaltung: To Revolutionary Type Love – appropriation and other practices (Braunschweig, 13.-15.06.2018)"
2018-05-18,"Veranstaltung: Versatile Camcorders: Looking at the GoPro-Movement (Potsdam, 21.-22.06.2018)"
2018-05-18,"Veranstaltung: Interface-Geschichten (Paderborn, 24.-25.05.2018)"
2018-05-26,Bericht zum Workshop des Forum Digitalisierung und digitale Kulturen
2018-05-26,"Veranstaltung: Designästhetik – Theorie und soziale Praxis (Rolandseck, 14.-15.06.2018)"
2018-05-26,"Veranstaltung: Sensing Media. Reconfigurations between Technologies, Bodies and Environments (Siegen, 14.-15.06.2018)"
2018-05-26,"Veranstaltung: Themenwoche Diversity am Institut für Medienkultur und Theater (Köln, 18.-21.06.2018)"
2018-05-26,"DSGVO, Newsletter"
2018-05-26,"Veranstaltung: Zwischenräume – Geschlecht, Diversität und Identität im Comic (Köln, 17.-19.09.2018)"
2018-05-26,"Veranstaltung: Medienbildung zwischen Subjektivität und Kollektivität im Kontext des Digitalen (Magdeburg, 29.-30.06.2018)"
2018-05-26,"CfP: In Wirklichkeit Animation … (St. Pölten, 26.-28.11.2018, Einreichung bis 20.06.2018)"
2018-05-26,"Stellenausschreibung: wiss. Mitarbeiter*in (50%, Elternzeitvertretung) (Marburg, ab sofort, Bewerbungsschluss: 08.06.2018)"
2018-05-26,"CfP: Intermediality now: remapping in-betweenness (Cluj, 19.-20.10.2018, Einreichung bis 30.06.2018)"
2018-05-26,"CfP: Krankheit im digitalen Spiel: Theorien, Themen, Analysen (Einreichung bis 13.07.2018)"
2018-05-26,Call for Participation: Diskutantin #cute#glitch (Einreichung bis 15.06.2018)
2018-05-26,"Stellenausschreibung: Professur für Transkulturelle Medienkommunikation (Köln, ab sofort, Bewerbungsschluss: 05.07.2018)"
2018-06-08,"CfP: Fünftes Cultural and Literary Animal Studies Forschungskolloquium (Frankfurt, 31.10.-03.11.2018, Einreichung bis 11.07.2018)"
2018-06-08,Call for Participation: Initiative Fair Festival Work Now
2018-06-08,"Stellenausschreibung: wiss. Mitarbeiter*in (100%) (Bayreuth, zum 01.10.2018, Bewerbungsschluss: 24.06.2018)"
2018-06-08,"Stellenausschreibung: akad. Mitarbeiter*in (PostDoc), Forschungskolleg „SENSING: Zum Wissen sensibler Medien“ (Potsdam, zum 01.10.2018, Bewerbungsschluss: 15.07.2018)"
2018-06-08,"CfP: Circulation. Distribution. Exhibition. (Zürich, 21.09.2018, Einreichung bis 30.06.2018)"
2018-06-08,"Stellenausschreibung: wiss. Mitarbeiter*in (50%) (Freiburg, zum 01.10.2018, Bewerbungsschluss: 07.07.2018)"
2018-06-08,"Veranstaltung: How to Relate: Aneignen, Vermitteln, Figurieren (Berlin, 05.-07.07.2018)"
2018-06-08,"Veranstaltung: Mediendozentur mit Juli Zeh (Tübingen, 12.07.2018)"
2018-06-08,"Veranstaltung: RE/DISSOLUTION. Learning from Pixels (München, 28.-29.06.2018)"
2018-06-08,"Veranstaltung: Virtuelle Lebenswelten (Bochum, 21.-23.06.2018)"
2018-06-08,"Stellenausschreibung: wiss. Mitarbeiter*in, Filmwissenschaft (Jena, zum 01.10.2018, Bewerbungsschluss: 28.06.2018)"
2018-06-08,"CfP: Fiktion als Gegenstand und Ressource der Filmsoziologie (Gießen, 13.-14.12.2018, Einreichung bis 13.07.2018)"
2018-06-08,"Veranstaltung: Auftreten und Eingreifen. Medien öffentlicher Rede nach Heine (Bochum, 06.07.2018)"
2018-06-08,"CfP: Was können, wollen und sollen wir über digital vernetzte Kommunikation wissen? Lernen – Bildung – Wissensaustausch (Erfurt, 07.-09.11.2018, Einreichung bis 17.06.2018)"
2018-06-08,"CfP: Oper im Wechselspiel der Medien (München, 17.01.2019, Einreichung bis 01.07.2018)"
2018-06-08,"CfP: Digitale Kommunikation und Kommunikationsgeschichte: Perspektiven, Potentiale, Problemfelder (Bremen, 16.-18.01.2019, Einreichung bis 15.09.2018)"
2018-06-15,"Veranstaltung: Taking Sides (Konstanz, 28.-30.06.2018)"
2018-06-15,"Stellenausschreibung: wiss. Mitarbeiter*in (65%), „Medien der Assistenz“ (Lüneburg, zum 01.10.2018, Bewerbungsschluss: 11.07.2018)"
2018-06-15,"CfP: Social Semiotics: Mediale Tradierung – kulturelle Transformationen im digitalen Zeitalter (Passau, 20.-23.02.2019, Einreichung bis 31.08.2018)"
2018-06-15,CfP: Dissertationsprojekte Rundfunkgeschichte (Einreichung bis 14.10.2018)
2018-06-15,"Stellenausschreibung: Vizepräsident*in, Stiftung Preußischer Kulturbesitz (Berlin, ab sofort, Bewerbungsschluss: 07.07.2018)"
2018-06-15,"Stellenausschreibung: 3 Positions in Media Studies Associated with the Project Screen Cultures (Oslo, Bewerbungsschluss: 18./27.06.2018)"
2018-06-15,"Stellenausschreibung: akad. Rätin/Rat a.Z. (Tübingen, zum 01.10.2018, Bewerbungsschluss: 16.07.2018)"
2018-06-15,"Stellenausschreibung: Professor of Visual Culture and Artistic Practices (Helsinki, zum 01.10.2018, Bewerbungsschluss: 31.07.2018)"
2018-06-15,"Stipendienausschreibung: 7x PhD-positions (Udine, Bewerbungsschluss: 20.07.2018)"
2018-06-15,"Stellenausschreibung: Leiter*in Kolleg Friedrich Nietzsche (Weimar, zum 01.01.2019, Bewerbungsschluss: 30.06.2018)"
2018-06-15,"Stellenausschreibung: Juniorprofessur (W1) „Digital Humanities“ (Chemnitz, ab sofort, Bewerbungsschluss: 05.07.2018)"
2018-06-15,"Stellenausschreibung: wiss. Mitarbeiter*in (75%), Digital Humanities (Weimar, ab sofort, Bewerbungsschluss: 30.06.2018)"
2018-06-15,"Stellenausschreibung: wiss. Mitarbeiter*in (50%) „Journalliteratur“ (Marburg, zum 01.09.2018, Bewerbungsschluss: 29.06.2018)"
2018-06-22,CfP: Jahrbuch Technikphilosophie 2020: Unheimlichkeit und Autonomie (Einreichung bis 01.10.2018)
2018-06-22,"Veranstaltung: The Politics of Time in the Making. Queere Zeitlichkeiten und dekoloniale Zukünfte (Berlin, 14.07.2018)"
2018-06-22,"Veranstaltung: [dis]solving boundaries (Weimar, 05.-06.07.2018)"
2018-06-22,"Stellenausschreibung: Lehrkraft für besondere Aufgaben (Regensburg, zum 01.10.2018, Bewerbungsschluss: 13.07.2018)"
2018-06-22,"CfP: Ökonomische Ordnungen und Normierungen in Literatur und Film (Koblenz, 05.11.2018, Einreichung bis 01.08.2018)"
2018-06-22,GfM-Jahrestagung 2018: Teilnahmeanmeldung & Übernachtungskontingente
2018-06-22,"Stellenausschreibung: 2-3 Professorships in Media Studies (Aarhus, zum 01.01.2019, Bewerbungsschluss: 01.08.2018)"
2018-06-22,"CfP: Participatory Memory Practices: Connectivities, Empowerment, and Recognition of Cultural Heritages in Mediatized Memory Ecologies (Hamburg, 13.-14.12.2018, Einreichung bis 15.09.2018)"
2018-06-22,"CfP: Akustische Dokumente / Sonic Documents (Bochum, 18.-19.01.2019, Einreichung bis 31.08.2018)"
2018-06-22,"CfP: Verhalten und Vorhersage. Die techno-sozialen Zukünfte algorithmischer Bewertungssysteme (Berlin, 15.-16.11.2018, Einreichung bis 30.06.2018)"
2018-06-29,"CfP: Teen TV: Repräsentationen, Rezeptionen und Produktionen zeitgenössischer Jugendserien (Siegen, 08.12.2018, Einreichung bis 01.10.2018)"
2018-06-29,CfP: Film Education Journal
2018-06-29,"CfP: Stille, Sound, Musik: Akustische Ebenen der Immersion (Mainz, 09.-10.11.2018, Einreichung bis 31.07.2018)"
2018-06-29,"Veranstaltung: Dokumentarische Praktiken in medialer Transformation. Historische Entwicklungen und aktuelle Perspektiven (Hamburg, 06.-07.07.2018)"
2018-06-29,"Veranstaltung: Maschinen (in) der Kommunikation (Cottbus, 05.-07.07.2018)"
2018-06-29,CfP: Interface Critique Journal
2018-06-29,"Veranstaltung: Backstage – PopEventKulturen zwischen Management und Politik (Paderborn, 10.-11.07.2018)"
2018-06-29,"CfP: The Global Composition 2018: Sound, Ecology, and Media Culture (Dieburg, 04.-07.10.2018, Einreichung bis 08.07.2018)"
2018-06-29,"Veranstaltung: Living in Posthuman Worlds (Freiburg, 20.-21.07.2018)"
2018-06-29,"Stellenausschreibung: W2-Professur für Grundschulpädagogik / Deutsch: Literatur und Medien (Potsdam, ab sofort, Bewerbungsschluss: 20.07.2018)"
2018-06-29,"Stellenausschreibung: 2x wiss. Mitarbeiter*in, „Game Design und agile Spiele-Entwicklung“ (Bayreuth, zum 01.10.2018, Bewerbungsschluss: 10.07.2018)"
2018-06-29,"Stellenausschreibung: wiss. Mitarbeiter*in (50%) (Flensburg, zum 01.09.2018, Bewerbungsschluss: 16.07.2018)"
2018-06-29,"Stellenausschreibung: W3-Professur (befristet, 5 Jahre), Leitung des Masterstudiengangs &quot;Raumstrategien&quot; (Berlin, zum 01.10.2019, Bewerbungsschluss: 31.07.2018)"
2018-07-06,"Veranstaltung: Pop – Power – Positions (Bern, 18.-20.10.2018)"
2018-07-06,CfP: Mise-en-scene: The Journal of Film & Visual Narration (Einreichung bis 05.01.2019)
2018-07-06,CfP: Streaming (Einreichung bis 10.08.2018)
2018-07-06,"Veranstaltung: Arsenal-Analog-Workshop 2018 (Berlin, 31.08.-05.09.2018)"
