Datum,Meldung
2018-07-06,"Veranstaltung: YOU NAME IT! Verschlagwortung und andere Wegweiser durch Filmarchive (Berlin, 23.-25.08.2018)"
2018-07-06,CfP: The Oxford Handbook of Children&#39;s Film (Einreichung bis 31.07.2018)
2018-07-06,"CfP: Männlichkeiten und Care: Selbstsorge, Familiensorge, Gesellschaftssorge (Hohenheim, 13.-15.12.2018, Einreichung bis 13.09.2018)"
2018-07-06,"Stellenausschreibung: 4 Promotionsstellen, GRK „Kulturtransfer und ,kulturelle Identität’. Deutsch-russische Kontakte im europäischen Kontext“ (Freiburg, zum 01.10.2018, Bewerbungsschluss: 15.07.2018)"
2018-07-13,"Stellenausschreibung: W1-Juniorprofessur für Kunstgeschichte/populäre Kulturen (Leipzig, zum 01.10.2019, Bewerbungsschluss: 15.09.2018)"
2018-07-13,"Veranstaltung: Ambige Verhältnisse: Uneindeutigkeiten in Kultur, Politik und Alltag (Jena, 12.-14.09.2018)"
2018-07-13,"Stellenausschreibung: 2x wiss. Mitarbeiter*in (50%) „Computerbasierte Kommunikation und Demokratie“ (Bremen, zum 01.10.2018, Bewerbungsschluss: 17.08.2018)"
2018-07-13,"Stellenausschreibung: 2x wiss. Mitarbeiter*in mit Schwerpunkt in der Lehre (65%), Mediensoziologie (Gießen, zum 01.10.2018, Bewerbungsschluss: 19.07.2018)"
2018-07-13,"CfP: Medien – Wissen – Bildung: Augmentierte und virtuelle Wirklichkeiten (Innsbruck, 25.-26.04.2019, Einreichung bis 01.12.2018)"
2018-07-13,"CfP: Kunst der Beratung (Hildesheim, 04.-06.04.2019, Einreichung bis 30.09.2018)"
2018-07-13,CfP: Back to the Future: Telling and Taming Anticipatory Media Visions and Technologies (Einreichung bis 01.12.2018)
2018-07-13,"Call for Participation: freiberufliche Dozenten (m/w) in den Bereichen Events und Experiences, Management und Performance"
2018-07-13,"Stellenausschreibung: 3x wiss. Referent*in,  Rat für Informationsinfrastrukturen (Göttingen, zum 01.11.2018, Bewerbungsschluss: 30.07.2018)"
2018-07-13,"Stellenausschreibung: W1-Juniorprofessur „Datenjournalismus“ (Leipzig, zum 01.04.2019, Bewerbungsschluss: 24.08.2018)"
2018-07-13,"Stellenausschreibung: Professur (W3) für Medienkulturwissenschaft mit dem Schwerpunkt digitale Kulturen (Passau, ab sofort, Bewerbungsschluss: 24.08.2018)"
2018-07-13,"Stellenausschreibung: Professur (W3) für Filmwissenschaft (Mainz, zum 01.10.2019, Bewerbungsschluss: 09.08.2018)"
2018-07-20,"CfP: Anthologieserie. Systematik und Geschichte eines narrativen Formats (Münster, 28.02.-01.03.2019, Einreichung bis 15.09.2018)"
2018-07-20,"Stellenausschreibung: Assistenzprofessur (befristet), NDL: Literatur und Medien der Gegenwart (Bern, zum 01.08.2019, Bewerbungsschluss: 31.08.2018)"
2018-07-20,"CfP: Theater* in queerem Alltag und Aktivismus der 1970er und 1980er Jahre (Berlin, 11.-12.10.2019, Einreichung bis 15.09.2018)"
2018-07-20,"CfP: Literaturvermittlung – Digitale Literarizität, Literalität und Literaturproduktion (Einreichung bis 15.08.2018)"
2018-07-20,"CfP: Protestkommunikation: Umstrittene Legitimität politischer Öffentlichkeit in digitalen und urbanen Räumen (Salzburg, 14.-15.12.2018, Einreichung bis 15.09.2018)"
2018-07-20,CfP: Inklusiv-mediale Bildung und Fortbildung – Eine interdisziplinäre Bestandsaufnahme (Einreichung bis 30.09.2018)
2018-07-20,"Stellenausschreibung: Professor*in (W2), Kunst mit dem Schwerpunkt Digitale Medien (Hamburg, Bewerbungsschluss: 29.08.2018)"
2018-07-20,"Stellenausschreibung: Universitätslektor*in, Filmwissenschaft und Filmvermittlung (Bremen, ab sofort, Bewerbungsschluss: 09.08.2018)"
2018-07-20,"Stellenausschreibung: W2-Professur „Sound“ (Kassel, ab sofort, Bewerbungsschluss: 30.08.2018)"
2018-07-20,"Stellenausschreibung: Postdoctoral Research Fellow, ‘Jill Craigie: Film Pioneer’ (Brighton, zum 01.10.2018, Bewerbungsschluss: 30.07.2018)"
2018-07-20,"Veranstaltung: Raus aus dem Malestream. Feministische Perspektiven im dokumentarischen Filmemachen (Potsdam, 26.-28.09.2018)"
2018-07-28,"Stellenausschreibung: University Professor of Humanities and Artificial Intelligence (Amsterdam, Bewerbungsschluss: 09.09.2018)"
2018-07-28,"Stellenausschreibung: Postdoctoral Fellowship in Digital Democracies (Vancouver, BC, zum 01.09.2018)"
2018-07-28,"Stellenausschreibung: Open Topic Associate Professorship (W2 with Tenure Track), Faculty of Arts (Potsdam, Bewerbungsschluss: 15.09.2018)"
2018-07-28,"CfP: Datenvielfalt: Potenziale und Herausforderungen (Salzburg, 24.-26.04.2019, Einreichung bis 31.10.2018)"
2018-07-28,"Veranstaltung: The Democratization of Artificial Intelligence. Net Politics in the Era of Learning Algorithms (Bochum, 06.-07.09.2018)"
2018-07-28,"Stellenausschreibung: Universitätsassistent*in, Computational Social Sciences (Innsbruck, zum 01.10.2018, Bewerbungsschluss: 31.08.2018)"
2018-07-28,"Stellenausschreibung: wiss. Mitarbeiter*in mit Schwerpunkt in der Lehre, Bildung im digitalen Zeitalter (Frankfurt, zum 01.10.2018, Bewerbungsschluss: 31.07.2018)"
2018-07-28,"Stellenausschreibung: W3-Professor*in Musik und Medien (Halle, ab sofort, Bewerbungsschluss: 06.09.2018)"
2018-07-28,"Stellenausschreibung: Oberstudienrätin/Oberstudienrat im Hochschuldienst (Düsseldorf, zum 01.10.2018, Bewerbungsschluss: 02.08.2018)"
2018-07-28,"Stellenausschreibung: 3 Stellen in der Projektgruppe Lehre und Medienbildung (Braunschweig, ab sofort, Bewerbungsschluss: 08.08.2018)"
2018-08-03,"CfP: Art, Addiction and Affect (Einreichung bis 15.12.2018)"
2018-08-03,"Veranstaltung: Die Erzählungen der Spiele (Münster, 09.-10.11.2018)"
2018-08-03,CfP: Puppen als Miniaturen – mehr als klein (Einreichung bis 07.09.2018)
2018-08-03,"CfP: Action Cinema Now (Reading/London, 12.-14.04.2019, Einreichung bis 28.09.2018)"
2018-08-03,"Stellenausschreibung: W2-Professur, Ästhetische Praxis in der Sozialen Arbeit (Cottbus, zum 01.01.2020, Bewerbungsschluss: 30.08.2018)"
2018-08-03,"Stellenausschreibung: Lecturer in Screen Practices and Industries (Reading, UK, Bewerbungsschuss: 10.09.2018)"
2018-08-03,"Stellenausschreibung: Tenure-Track Position in Communication and Journalism (Jerusalem, zum 01.07.2019, Bewerbungsschluss: 26.09.2018)"
2018-08-03,"Stellenausschreibung: Stiftungsdirektor*in „Gedenkstätten Buchwald und Mittelbau-Dora“/Professur (W3) Geschichte in Medien und Öffentlichkeit (Jena, zum 01.04.2020, Bewerbungsschluss: 15.11.2018)"
2018-08-17,"Veranstaltung: Media Philology Summer Academy (Bochum, 20.-24.08.2018)"
2018-08-17,"Stellenausschreibung: W1-Akademie- Juniorprofessur für Digital Humanities (Rostock, ab sofort, Bewerbungsschluss: 06.09.2018)"
2018-08-17,"Stellenausschreibung: wiss. Mitarbeiter*in, „Gestaltungsrichtlinien für virtuelle Ausstellungsräume zur kulturellen Bildung“ (Bayreuth, zum 01.10.2018, Bewerbungsschluss: 09.09.2018)"
2018-08-17,"Stellenausschreibung: Leiter*in Forschungsprofessur am Institut Medien und Schule (Goldau, zum 01.02.2019, Bewerbungsschluss: 09.09.2018)"
2018-08-17,"CfP: Image Net/Works (Winterthur, 08.12.2018, Einreichung bis 15.09.2018)"
2018-08-17,CfP: Viertes Medienwissenschaftliches Symposion (Einreichung bis 31.10.2018)
2018-08-17,"Stellenausschreibung: Universitätsprofessur (W3) für Institutionen und Prozesse der Wissensgesellschaft (Hannover, ab sofort, Bewerbungsschluss: 07.09.2018)"
2018-08-17,"Stellenausschreibung: wiss. Mitarbeiter*in, „Medien, Algorithmen und Gesellschaft“ (Paderborn, ab sofort, Bewerbungsschluss: 15.09.2018)"
2018-08-17,"Stellenausschreibung: 5 Teilzeitstellen, Digitalisierung und Visualisierung von Archiven und Sammlungen (Innsbruck, zum 01.10.2018, Bewerbungsschluss: 29.08.2018)"
2018-08-17,CfP: Praxistheoretische Perspektiven in der Medienpädagogik (Einreichung bis 31.10.2018)
2018-08-17,CfP: #Emotions (Einreichung bis 15.09.2018)
2018-08-24,"Stellenausschreibung: Senior Scientist (Wien, zum 01.09.2018, Bewerbungsschluss: 09.09.2018)"
2018-08-24,"CfP: Popkongress 2019: Populäre Artikulationen – Artikulationen des Populären (Passau, 14.-16.02.2019, Einreichung bis 30.09.2018)"
2018-08-24,"Stellenausschreibung: Rektor*in, Kunsthochschule für Medien (Köln, zum 01.04.2020, Bewerbungsschluss: 30.09.2018)"
2018-08-24,"Stellenausschreibung: W1-Juniorprofessur mit Tenure Track für Medienkulturwissenschaft mit dem Schwerpunkt Game Studies und angrenzende Gebiete (Düsseldorf, zum 01.10.2019, Bewerbungsschluss: 20.09.2018)"
2018-08-24,CfP: Medienobservationen
2018-08-24,"CfP: Familien-Bilder. Lebensgemeinschaften und Kino (Bremen, 08.-11.05.2019, Einreichung bis 04.10.2018)"
2018-08-24,Fristverlängerung: Österreichische Fernsehserien – Eine kleine Geschichte skurriler Zustände
2018-08-24,"Veranstaltung: Jihadis Audiovisualities: Meanings, Aesthetics, Appropriations (Mainz, 04.-05.10.2018)"
2018-08-24,"Stellenausschreibung: wiss. Mitarbeiter*in, Gesundheit in der Arbeitswelt (Tübingen, zum 01.11.2018, Bewerbungsschluss: 03.09.2018)"
2018-08-24,"Veranstaltung: ‚Anthropocenic Turn’? Interdisziplinäre Perspektiven auf das Anthropozän-Konzept (Vechta, 11.-13.09.2018)"
2018-08-31,"Stellenausschreibung: Professur (W1, Tenure Track) für Musikwissenschaft mit Schwerpunkt Medien (Köln, ab sofort, Bewerbungsschluss: 31.10.2018)"
2018-08-31,"Stellenausschreibung: 2 Promotionsstellen (65%), SENSING: Zum Wissen sensibler Medien (Potsdam, zum 01.12.2018, Bewerbungsschluss: 30.09.2018)"
2018-08-31,"Stellenausschreibung: W1-Juniorprofessur für Kunstgeschichte / populäre Kulturen (Leipzig, zum 01.10.2019, Bewerbungsschluss: 15.09.2018)"
2018-08-31,CfP: Europe’s Enduring Colonialities (Einreichung bis 05.10.2018)
2018-08-31,"CfP: Welche Forschung braucht die Kulturelle Bildung? – Aktuelle Befunde, Diskurse und Praxisfelder (Münster, 14.-15.03.2019, Einreichung bis 31.10.2018)"
2018-08-31,"Veranstaltung: Komplexität und Reduktion. Akademische Forschung zwischen Wissenschaft und public science (Innsbruck, 02.-03.11.2018)"
2018-08-31,"Stellenausschreibung: W2-Professur für „Digital History“ (befristet, Tenure Track) (Berlin, ab sofort, Bewerbungsschluss: 27.09.2018)"
2018-08-31,"Stellenausschreibung: Juniorprofessur (Tenure Track) für „Digitale Medien und Computation“ (Berlin, zum 01.04.2019, Bewerbungsschluss: 27.09.2018)"
2018-08-31,"Veranstaltung: Digital Cultural Analytics & Visualization (Potsdam, 13.09.2018)"
2018-09-07,"Stellenausschreibung: W3-Professur Medien- und Kommunikationswissenschaft (Leipzig, ab sofort, Bewerbungsschluss: 26.10.2018)"
2018-09-07,"Stellenausschreibung: Lecturer in Film and Digital Production (Belfast, Bewerbungsschluss: 17.09.2018)"
2018-09-07,Call for Participation: Communicatio. Kultur – Text – Medium
2018-09-07,"Stipendienausschreibung: The Martin Buber Society of Fellows in the Humanities and Social Sciences (Jerusalem, Bewerbungsschluss: 11.11.2018)"
2018-09-07,"Veranstaltung: Media in the Wild. Digital Practices in Motion (Siegen, 25.-26.09.2018)"
2018-09-07,"Veranstaltung: „Robo Sapiens“? Roboter, künstliche Intelligenz und Transhumanismus in Literatur, Film und anderen Medien (Kiel, 26.-28.09.2018)"
2018-09-07,"Veranstaltung: Medial Reflections: Threat Communication and the US American Order after 9/11 (Tübingen, 20.-21.09.2018)"
2018-09-07,"Veranstaltung: Visuelles Wissen in Schule und Wissenschaft. Show oder Chance? (Berlin, 25.-27.10.2018)"
2018-09-07,"Veranstaltung: Die Ordnung(en) der Arbeit. Fiktionen und De/Konstruktionen einer geordneten und ordnenden Arbeitswelt (Essen, 07.-09.11.2018)"
2018-09-07,"CfP: Revisiting the Home (Karlstad, 07.-10.05.2019, Einreichung bis 10.12.2018)"
2018-09-07,CfP: Materielle Miniaturen (Einreichung bis 15.11.2018)
2018-09-07,"CfP: Verantwortung in digitalen Kulturen – Privatheit im Geflecht von Medien, Recht und Gesellschaft (Passau, 09.-11.05.2019, Einreichung bis 31.10.2018)"
2018-09-07,CfP: Medienkompetenz und Medienperformanz (Einreichung bis 15.10.2018)
2018-09-07,"CfP: Work&Progress-Panel der AG Populärkultur und Medien (Passau, 14.-16.02.2019, Einreichung bis 30.11.2018)"
2018-09-07,"Stellenausschreibung: Three NOMIS Fellowships (Basel, zum 01.09.2019, Bewerbungsschluss: 15.10.2018)"
2018-09-14,"Veranstaltung: Tausend Milieus (Weimar, ab 16.10.2018)"
2018-09-14,Fristverlängerung: Social Semiotics: Mediale Tradierung – kulturelle Transformationen im digitalen Zeitalter
2018-09-14,"Stellenausschreibung: W2-Vertretungsprofessur „Soziale Arbeit, Pädagogik und Medien/Kultur“ (Magdeburg, ab sofort, Bewerbungsschluss: 11.10.2018)"
2018-09-14,"Stellenausschreibung: Vertretung einer LfbA (50%) (Passau, zum 01.10.2018)"
2018-09-14,"Veranstaltung: FURE. The Future of Reading and Media (Münster, 30.11.-01.12.2018)"
2018-09-14,"Stellenausschreibung: Professur (W2) für Soziale Kulturarbeit mit Schwerpunkt Medienpädagogik (Berlin, ab sofort, Bewerbungsschluss: 03.10.2018)"
2018-09-14,"Stellenausschreibung: Open Topic Tenure Track-Professuren im Themenfeld Digitale Transformation (Erlangen, ab sofort, Bewerbungsschluss: 22.10.2018)"
2018-09-14,Call for Proposals: Film- und medienwissenschaftliche Lehre an der Universität Wien (Einreichung bis 15.10.2018)
2018-09-14,"CfP: Echoing Ecologies – Interdisciplinary Perspectives in Canadian Studies (Marburg, 22.-24.05.2019, Einreichung bis 15.11.2018)"
2018-09-14,"Stipendienausschreibung: 10 doctoral fellowships in the a.r.t.e.s. EUmanities programme & 9 doctoral scholarships (Köln, zum 01.04.2019, Bewerbungsschluss: 31.10.2018)"
2018-09-14,"Veranstaltung: Meenzer Science-Schoppe: Mensch und Kommunikation (Mainz, ab 18.09.2018)"
2018-09-21,"CfP: Medienhistorisches Nachwuchsforum (Wittenberg, 09.-10.11.2018, Einreichung bis 14.10.2018)"
2018-09-21,"Veranstaltung: Medienpraktiken des Registrierens/Identifizierens und Aktualisierens (Siegen, ab 17.10.2018)"
2018-09-21,"Stipendienausschreibung: 2 PhD students in Cinema Studies (Stockholm, Bewerbungsschluss: 15.10.2018)"
2018-09-21,"Stellenausschreibung: wiss. Mitarbeiter*in (65%), „ Digitale außerschulische lern- und bildungsbezogene Handlungspraxen von Jugendlichen“ (Bremen, ab sofort, Bewerbungsschluss: 12.10.2018)"
2018-09-21,ZfM: Neue Artikel auf dem Gender-Blog
2018-09-21,"Veranstaltung: Concerning Matters and Truths. Postmodernism&#39;s Shift and the Left-Right-Divide (Berlin, 04.-06.10.2018)"
2018-09-21,"Stellenausschreibung: Universitätsprofessur für Lehren und Lernen mit digitalen Medien (Wuppertal, ab sofort, Bewerbungsschluss: 02.11.2018)"
2018-09-21,"Veranstaltung: Populäre Bilder (Köln, ab 17.10.2018)"
2018-09-21,"Stellenausschreibung: Juniorprofessur (W1) „Produktionskulturen in audiovisuellen Medienindustrien“ (Potsdam, ab sofort, Bewerbungsschluss: 02.11.2018)"
2018-09-21,"CfP: Visible Evidence XXVI (Los Angeles, CA, 24.-28.07.2019, Einreichung bis 01.12.2018)"
2018-09-21,"Veranstaltung: Technik und Zeit (Düsseldorf, 27.-28.09.2018)"
2018-09-21,"Veranstaltung: Media of Exactitude in the Humanities, Arts, and Sciences (Basel, 03.-05.10.2018)"
2018-09-21,"Stellenausschreibung: Direktor*in des Departements Darstellende Künste und Film (Zürich, ab sofort, Bewerbungsschluss: 21.10.2018)"
2018-10-05,"Veranstaltung: Violence in the Arts/Gewalt in den Künsten (Berlin, ab 29.10.2018)"
2018-10-05,"Veranstaltung: Schauanordnungen (Weimar, 06.-07.12.2018)"
2018-10-05,"Veranstaltung: Digitale Medien – Zwischen Individualisierung, Kreativität und Kontrolle (Flensburg, 22.-23.11.2018)"
2018-10-05,"Veranstaltung: Gestaltung ausstellen. Zeigeordnungen 1950–1970 (Ulm, 29.-31.10.2018)"
2018-10-05,"Veranstaltung: Denken des Medialen. Reflexivität, Performativität, Responsivität (Berlin, 26.-27.10.2018)"
2018-10-05,"Veranstaltung: Ringvorlesung „Medienanthropologie“ (Weimar, ab 15.11.2018)"
2018-10-05,"Stellenausschreibung: W3-Professur „Mensch und Technik“ (Chemnitz, ab sofort, Bewerbungsschluss: 16.11.2018)"
2018-10-05,"Stellenausschreibung: Professor*in für Medienbildung und pädagogische Medienarbeit (Potsdam, zum 15.08.2019, Bewerbungsschluss: 01.11.2018)"
2018-10-05,"Stellenausschreibung: W2-Professur für Digitalisierung (Flensburg, ab sofort, Bewerbungsschluss: 04.11.2018)"
2018-10-05,"Stellenausschreibung: wissenschaftliche*r Geschäftsführer*in (München, ab sofort, Bewerbungsschluss: 15.10.2018)"
2018-10-05,Call for Participation: Lehren – Das Bündnis für Hochschullehre
2018-10-05,CfP: Cars and screens: cinematic automobilities (Einreichung bis 15.11.2018)
2018-10-05,"CfP: 4th Bremen Conference on Multimodality: empirical inroads into multimodal research (Bremen, 25.-27.09.2019, Einreichung bis 05.12.2018)"
2018-10-05,"CfP: DATA POWER: global in/securities (Bremen, 12.-13.09.2019, Einreichung bis 31.01.2019)"
2018-10-05,"CfP: 32. Film- und Fernsehwissenschaftliches Kolloquium (Potsdam, 07.-09.03.2019, Einreichung bis 10.12.2018)"
2018-10-05,"CfP: COMICS/FANDOM (Köln, 28.-29.03.2019, Einreichung bis 30.11.2018)"
2018-10-05,Call for Nominations: Martin Schüwer-Publikationspreis für herausragende Comicforschung (Einreichung bis 01.03.2019)
2018-10-05,"Veranstaltung: Religion und Gender: Konstruktionen – Medien – Erfahrungen (Erfurt, ab 17.10.2018)"
2018-10-05,"Veranstaltung: Ontography. Procedures, Problems, Prospects (Weimar, 17.-19.10.2018)"
2018-10-05,"Stellenausschreibung: Two Posts in Film and Media at Queen’s University (Kingston, ON, Bewerbungsschluss: 19.10./14.12.2018)"
2018-10-05,Fristverlängerung: Familien-Bilder. Lebensgemeinschaften und Kino
2018-10-12,"Veranstaltung: Re-Thinking Computation (Berlin, 17.10.2018)"
2018-10-12,"Veranstaltung: Vortragsreihe &quot;Medien|Denken&quot; (Bochum, ab 20.11.2018)"
2018-10-12,"Veranstaltung: Transcultural Adaptation (Dresden, 05.-07.11.2018)"
2018-10-12,"Veranstaltung: »Du hast keine Chance, aber nutze sie.« Das multimediale Werk von Herbert Achternbusch (Potsdam, 08.-10.11.2018)"
2018-10-12,"Veranstaltung: Violence in the Digital Age (Tyumen, RUS, 11.-12.10.2018)"
2018-10-12,"Veranstaltung: Musik und Ästhetik. Alte Fragen, neue Perspektiven (Berlin, 08.-10.11.2018)"
2018-10-12,"CfP: Von Körper zu Körper. Praktiken und Fantasien der Unmittelbarkeit (Basel, 16.-17.05.2019, Einreichung bis 28.10.2018)"
2018-10-12,"CfP: Architectonics Of Game Worlds – On Aesthetics and Mechanics, Spaces and Places, Rhythms and Philosophies (Köln, 18.-19.05.2019, Einreichung bis 17.12.2018)"
2018-10-12,"CfP: Fashion, protest and empowerment (Einreichung bis 03.12.2018)"
2018-10-12,"Stellenausschreibung: Universitätsprofessur, Kommunikations- und Medienwissenschaft mit dem Schwerpunkt Digitale Kommunikation (Bremen, ab sofort, Bewerbungsschluss: 26.10.2018)"
2018-10-12,"Stellenausschreibung: Lecturer in Film Studies (St. Andrews, Bewerbungsschluss: 14.12.2018)"
2018-10-12,"Stellenausschreibung: Assistant Professor in the area of Race and Media (Toronto, zum 01.07.2019, Bewerbungsschluss: 01.11.2018)"
2018-10-12,"Stellenausschreibung: Professur (W2) „Digitalisierung und Mediatisierung in der Sozialen Arbeit“ (Aachen/Köln, zum 01.09.2019, Bewerbungsschluss: 15.11.2018)"
2018-10-12,"Stellenausschreibung: Professur (W2) für Psychologie mit Schwerpunkt Lehren und Lernen mit digitalen Medien (Passau, ab sofort, Bewerbungsschluss: 14.12.2018)"
2018-10-12,"CfP: Modalitäten des Bildes: Der Multimodalitätsbegriff aus bildwissenschaftlicher Perspektive (Kiel, 09.-11.05.2019, Einreichung bis 12.11.2018)"
2018-10-12,"Veranstaltung: GEGEN\DOKUMENTATION (Bochum, 08.-10.11.2018)"
2018-10-19,"Veranstaltung: Kunst als Wertschöpfung. Zum Verhältnis von Ökonomie und Ästhetik (Frankfurt/Main, ab 24.10.2018)"
2018-10-19,"Veranstaltung: Ecologies of Gender. Contemporary Nature Relations and the Nonhuman Turn (Berlin, 01.-02.11.2018)"
